BerufId;Beruf
11622;Kaufmännischer Angestellter, SUVA Unfallversicherung
11695;Kaufmännischer Angestellter, SUVA Unfallversicherung 1
11637;Kaufmännischer Angestellter, Technischer Handel
11615;Kaufmännischer Angestellter, Telekommunikation
11638;Kaufmännischer Angestellter, Teppiche und Bodenbeläge
11696;Kaufmännischer Angestellter, Textil, Bekleidung und Schuhe
11639;Kaufmännischer Angestellter, Textil, Bekleidung, Schuhe
11624;Kaufmännischer Angestellter, Textilexporteure
11625;Kaufmännischer Angestellter, Textilindustrie
11701;Kaufmännischer Angestellter, Tourismusbüro
11647;Kaufmännischer Angestellter, Transport
11704;Kaufmännischer Angestellter, Transport 1
11653;Kaufmännischer Angestellter, Treuhand
11706;Kaufmännischer Angestellter, Treuhand 1
11649;Kaufmännischer Angestellter, Uhrenindustrie
11616;Kaufmännischer Angestellter, Unterhaltungselektronik
11669;Kaufmännischer Angestellter, Verkauf
11635;Kaufmännischer Angestellter, Verkehrsbüro
11608;Kaufmännischer Angestellter, Verlag, Werbung, Druck
11688;Kaufmännischer Angestellter, Verlag, Werbung, Druck 1
11674;Kaufmännischer Angestellter, Versicherung
11641;Kaufmännischer Angestellter, Weinhandel
11673;Kaufmännischer Angestellter, Zahlungsverkehr
11650;Kaufmännischer Angestellter, Zeitungs- und Zeitschriftenverleger
11496;Kaufmännischer Angestellter-Verkäufer
11548;Kaufmännischer Assistent
10072;Kaufmännischer Bankangestellter
11813;Kaufmännischer Beamter
10527;Kaufmännischer Berater
10684;Kaufmännischer Direktor
12273;Kaufmännischer Kalkulator
12183;Kaufmännischer Koordinator
17328;Kaufmännischer Lehrer
9908;Kaufmännischer Leiter
11594;Kaufmännischer Operateur
11493;Kaufmännischer Sachbearbeiter
11576;Kaufmännischer Sekretär
8181;Kaufmännischer Techniker
7115;Kautschukant
7113;Kautschukarbeiter
17903;Kautschukchemiker
7597;Kautschuktechniker HTL
18210;Kavallerist
9571;Kebabverkäufer
6055;Kegelbahnbauer
5854;Kegeldrechsler
8880;Kehler
8894;Kehlleistenarbeiter
8869;Kehlmaschinenarbeiter
8876;Kehlmaschinenarbeiter 1
15653;Kehrichtabfuhrarbeiter
15667;Kehrichtarbeiter
15655;Kehrichtkübelleerer
896;Kellerangestellter (Obstverwertung)
15341;Kellerbursche
882;Kellereiangestellter
887;Kellermeister
907;Kellermeister HFP
15179;Kellner
894;Kelterer
3640;Keramikarbeiter
3625;Keramikbrenner
17862;Keramikchemiker
14865;Keramikdekorateur
14665;Keramikdesigner
3649;Keramikdreher
3673;Keramikdreher 1
6604;Keramikdrucker
14823;Keramiker
14827;Keramiker HFG
14837;Keramiker und Gerätegestalter
14825;Keramiker und Gerätegestalter HFG
3690;Keramikermeister
3691;Keramikfachmann
3682;Keramikformengiesser
3662;Keramikformer
14838;Keramikgestalter
3689;Keramikgiesser
9861;Keramikhändler
7752;Keramikingenieur
14863;Keramikmaler
3655;Keramikmodelleur
3641;Keramikpolierer
14979;Keramikrestaurateur
3659;Keramikspritzer
3647;Keramikstaffierer
8306;Keramiktechniker
14844;Keramikverzierer
14815;Kerbschnitzler
3778;Kernformer
3792;Kernformer 1
7644;Kerningenieur
3783;Kernkontrolleur
8788;Kernkraft-Anlagenoperateur, eidg. FA
8792;Kernkraftwerk-Anlagenoperateur
8791;Kernkraftwerk-Anlagenoperateur, eidg. FA
3771;Kernmacher
3780;Kernmachergehilfe
3782;Kernmachermeister
17974;Kernphysiker
3830;Kernputzer
3793;Kernschwärzer
6878;Kerzengiesser
6866;Kerzenmacher
6920;Kerzenmacher 1
4762;Kesselflicker
8981;Kesselheizer
2961;Kesselisolierer
9048;Kesselmeister
5101;Kesselmonteur
919;Kesselreiniger
4668;Kesselschlosser
4587;Kesselschmied
4580;Kesselschmiedmeister
4519;Kesselspengler
9045;Kesselwärter
1438;Kettenleimer
14694;Kettenmacher-Goldschmied
1536;Kettenschlichter
4556;Kettenschmied
1788;Kettenstichsticker
1319;Kettenwirker
1368;Kettler
12023;Key Account Manager
9998;Key Account Manager, dipl. HFP
16278;Kieferorthopäde
3242;Kiesarbeiter
3267;Kiesbrecher
3252;Kiesgrubenarbeiter
3255;Kiesgrubenleiter
3287;Kiesmahler
3245;Kiesrüster
3251;Kieswerkarbeiter
15855;Kinder- und Jugendpsychiater
9422;Kinderartikelverkäufer
15839;Kinderarzt
16687;Kinderbetreuer
16688;Kinderbetreuer 1
16701;Kinderbetreuer 2
15857;Kinderchirurg
16625;Kindererzieher
17022;Kindergartenführer
17023;Kindergartenlehrer
17010;Kindergartenmitarbeiter
17018;Kindergartenschwester
16964;Kindergartenseminarlehrer
17019;Kindergartensprachhilfe
17006;Kindergärtner
17011;Kindergärtner 1
17014;Kindergärtner 2
16726;Kinderheimbetreuer
16633;Kinderheimerzieher
16681;Kinderheimgehilfe
16699;Kinderheimgehilfe 1
16710;Kinderheimgehilfe 2
17020;Kinderhortlehrer
16648;Kinderhortleiter
16717;Kinderhortmitarbeiter
16728;Kinderhüter
16360;Kinderkrankenpfleger
16361;Kinderkrankenpfleger 1
16368;Kinderkrankenpfleger 2
16362;Kinderkrankenpfleger KWS
16689;Kinderkrippenbetreuer
16364;Kinderpflege-, Wochen- und Säuglingspfleger (KWS)
16357;Kinderpfleger
16365;Kinderpfleger 1
16375;Kinderpfleger 2
16356;Kinderpflegergehilfe
15854;Kinderpsychiater
17583;Kinderpsychologe
17595;Kinderpsychologe 1
16031;Kinderpsychotherapeut
6031;Kinderwagenflechter
16052;Kinesiologe
18505;Kinoangestellter
5109;Kinoapparatemonteur
10657;Kinobesitzer
18442;Kinobilleteur
10692;Kinodirektor
9593;Kinokassier
14022;Kinomaler
14196;Kinooperateur
18480;Kinoplaceur
14553;Kinoplakatmaler
9980;Kioskinhaber
9283;Kioskleiter
9294;Kioskleiter 1
9143;Kioskverkäufer
16870;Kirchendiener
14858;Kirchenfenstermaler
11943;Kirchengutsverwalter
17693;Kirchenhistoriker
14250;Kirchenmusiker
16868;Kirchgemeindehelfer
11209;Kirchgemeindepräsident
11171;Kirchgemeindeverwalter
831;Kirner
8889;Kistennagelmaschinenarbeiter
18094;Kistenpacker
5980;Kistenschreiner
6047;Kitter (Holz)
16210;Klangtherapeut
15675;Kläranlagenleiter
8992;Kläranlagewärter
15685;Klärarbeiter
14926;Klarinettenbauer
17149;Klarinettenlehrer
14261;Klarinettenspieler
14293;Klarinettist
16858;Klarissin
15672;Klärmeister
15676;Klärmeister 1
15694;Klärwart
15684;Klärwärter
15686;Klärwärter 1
15695;Klärwerkfachmann, eidg. FA
15693;Klärwerkmeister
14388;Klassischer Tänzer
2353;Klauennäher
219;Klauenputzer
222;Klauenschneider
17121;Klavier- und Tanzlehrer
14870;Klavierbauer
14913;Klavierbauer 1
14938;Klavierbauer und -stimmer
14910;Klavierbaumeister
14904;Klavierbautechniker
5876;Klaviergehäuseschreiner
17120;Klavierlehrer
17133;Klavierlehrer 1
6156;Klavierpolierer
14903;Klavierreparateur
5872;Klavierschreiner
14220;Klavierspieler
14878;Klavierstimmer
18524;Kleber (ohne nähere Angaben)
5487;Kleber, Uhrenindustrie
7004;Klebstoffkocher
1724;Kleiderausbesserer
15510;Kleiderbügler
18290;Kleiderbürstenmacher
15487;Kleiderfärber
15484;Kleiderfärber HFP
9854;Kleiderhändler
1712;Kleiderkonfektionsnäher
1763;Kleidernäher
15491;Kleiderreiniger
1909;Kleiderstaffierer
9209;Kleiderverkäufer
9235;Kleiderverkäufer 1
10624;Kleiderverleiher
1622;Kleiderzuschneider
5693;Kleinapparatemechaniker
3;Kleinbauer
5683;Kleingerätewart
3803;Kleingusskernmacher
16621;Kleinkindererzieher
17007;Kleinkinderlehrer
16363;Kleinkinderpfleger
17012;Kleinkinderschullehrer
17016;Kleinkinderschullehrer 1
4859;Kleinmechaniker
4858;Kleinmechanikermeister
5861;Kleinmöbelschreiner
4481;Kleinnieter
6590;Kleinoffsetdrucker
2531;Kleinpflasterleger
4609;Kleinschmied
5938;Kleinschreiner
1598;Kleinstückmacher
16316;Kleintierarzt
16332;Kleintierchirurg
9670;Kleintierhändler
181;Kleintierzüchter
13195;Kleintransportunternehmer
168;Kleinviehhalter
9664;Kleinviehhändler
179;Kleinviehzüchter
6277;Kleisterer (in Papierverarbeitung)
3118;Klempner
3145;Klempner 1
2893;Klimaanlageninstallateur
2963;Klimaanlagenisolierer
2892;Klimaanlagenmonteur
8151;Klimaanlagentechniker
7365;Klimaingenieur
8050;Klimatisationstechniker
17808;Klimatologe
9029;Klimawärter
4058;Klingenschleifer
4542;Klingenschmied
18719;Klinikangestellter
9798;Klinikberater
15841;Kliniker
15899;Kliniker 1
16391;Klinikpfleger
15910;Klinischer Ethiker
17598;Klinischer Psychologe
6452;Klischeeätzer
6449;Klischeefacettierer
6446;Klischeemacher
6440;Klischeenachschneider
1939;Klöppler
16805;Klostergeistlicher
1605;Knabenschneider
1126;Knäueler
29;Knecht
31;Knecht 1
591;Kneter
813;Knetmaschinenarbeiter
7016;Knochenmüller
7006;Knochensieder
15902;Knochenspezialist
5822;Knopfdrechsler
1912;Knopflochanzeichner
1747;Knopflochmacher
1675;Knopflochnäher
7064;Knopfmacher
4308;Knopfstanzer
1726;Knopfüberzieher
10957;Knowledge Manager
1915;Knüpfer
15252;Koch
15324;Koch der Spital-, Heim- und Gemeinschaftsgastronomie
15323;Koch der Spital-, Heim- und Gemeinschaftsgastronomie, eidg. FA
15283;Koch-Kellner
15301;Koch-Traiteur
15321;Kochberater
475;Kocher
6953;Kocherwärter (in chemischer Industrie)
6286;Kocherwärter (in Papierindustrie)
17316;Kochfachlehrer
15261;Kochgehilfe
4657;Kochherdschlosser
17332;Kochlehrer
17310;Kochschullehrer
18459;Kochstudiobesitzer
12382;Kodifikator
2265;Koffermacher
5936;Kofferschreiner
18681;Kohlearbeiter
3219;Kohlenbergwerkarbeiter
5227;Kohlenelektrodenarbeiter
12879;Kohlenfahrer
6888;Kohlengaserzeuger
9971;Kohlenhändler
3215;Kohlenhauer
3464;Kohlenmüller
13181;Kohlentransportarbeiter
14514;Kohlenzeichner
424;Köhler
8751;Kokillenbauer
4252;Kokillendreher
3728;Kokillengiesser
1498;Kokosfärber
1246;Kokosweber
4253;Kolbendreher
3496;Kolbenmacher
4089;Kolbenschleifer
5201;Kolbenspuler
6775;Kollationierer
6242;Kollergangarbeiter (in Papierindustrie)
6243;Kollermann
3463;Kollermüller
9841;Kolonialwarenhändler
9183;Kolonialwarenverkäufer
14489;Kolorist
13846;Kolumnist
14343;Komiker
15595;Kommandoraumwart
13850;Kommentator
11765;Kommerzassistent
10525;Kommerzberater
18520;Kommerzieller Inspektor
16745;Kommissär der Heilsarmee
13444;Kommissar Öffentliche Sicherheit
18637;Kommissionär
17447;Kommunikationsausbildner
13867;Kommunikationsbeauftragter
18696;Kommunikationsberater
14577;Kommunikationsdesigner
10760;Kommunikationsdirektor
10294;Kommunikationsfachwirt
10292;Kommunikationsleiter
10290;Kommunikationsleiter, dipl. HFP
18697;Kommunikationsmitarbeiter
18732;Kommunikationsspezialist
10314;Kommunikationsspezialist (betriebsinterne Kommunikation)
8044;Kommunikationstechniker
16156;Kommunikationstherapeut
14214;Kommunikationswirtschafter
17709;Kommunikationswissenschafter
10315;Kommunikator FH
14350;Komparse
4876;Kompassmacher
16243;Komplementärtherapeut
14223;Komponist
14254;Komponist 1
14252;Komponist-Bearbeiter
15680;Kompostberater
15679;Kompostierangestellter
8908;Kompressorenmaschinist
8956;Komprimiermaschinenarbeiter
17750;Konchyliologe
15621;Kondensatorenreiniger
6872;Kondensierer
18265;Konditionstrainer
590;Konditor
577;Konditor-Confiseur
617;Konditor-Confiseur 1
623;Konditor-Confiseur 2
638;Konditor-Confiseur 3
622;Konditor-Confiseur, dipl. HFP
640;Konditor-Confiseur, dipl. HFP 1
620;Konditor-Gehilfe
609;Konditorarbeiter
621;Konditoreiangestellter
606;Konditorgehilfe
589;Konditormeister
635;Konditormeister 1
625;Konditormeister HFP
12722;Kondukteur
12732;Kondukteur SBB
9870;Konfektionär (Händler)
1754;Konfektionsarbeiter
9987;Konfektionsgeschäftsinhaber
1759;Konfektionsnäher
1732;Konfektionsnäher für Damenwäsche
1698;Konfektionsnäher für Herren- und Damenwäsche
1736;Konfektionsnäher, Damenmäntel/Kostüme
1735;Konfektionsnäher, Herrenwäsche
1737;Konfektionsnäher, Herrenwäsche 1
1604;Konfektionsschneider
1608;Konfektionsschneider, Damenkleider
1592;Konfektionsschneider, Damenmäntel/Kostüme
1651;Konfektionsschneider, Damenmäntel/Kostüme 1
1606;Konfektionsschneider, Damenwäsche
1619;Konfektionsschneider, Damenwäsche 1
1607;Konfektionsschneider, Herrenwäsche
1620;Konfektionsschneider, Herrenwäsche 1
1609;Konfektionsschneider, Trikot-Oberkleider
9245;Konfektionsverkäufer
1625;Konfektionszuschneider
615;Konfektmacher
13895;Konferenzdolmetscher
13899;Konferenzdolmetscher 1
13907;Konferenzdolmetscher FH
12182;Konferenzleiter
11537;Konferenzsekretär
649;Konfiserieleiter
613;Konfiseur
12188;Kongressorganisator
8073;Kongresstechniker
17490;Konjunkturforscher
11904;Konkursbeamter
11184;Konrektor
13913;Konsekutivdolmetscher
13993;Konservator
13992;Konservator (Museum)
14984;Konservator-Restaurator FH
13996;Konservatorassistent
17119;Konservatoriumslehrer
503;Konserven- und Tiefkühlfacharbeiter
502;Konserven- und Tiefkühltechnologe
484;Konservenarbeiter
499;Konservenhersteller
494;Konservenkocher
482;Konservenmeister
492;Konservenpraktiker
476;Konservierungsspezialist
8631;Konstrukteur
8697;Konstrukteur von Uhrenfabrikationsautomaten
8692;Konstrukteur, Sondermaschinenbau
18645;Konstrukteurgehilfe
7285;Konstruktionsingenieur
7798;Konstruktionsingenieur (ohne nähere Angaben)
11288;Konstruktionsleiter
4987;Konstruktionsmechaniker
4649;Konstruktionsschlosser
4652;Konstruktionsschlosser 1
7981;Konstruktionstechniker
8448;Konstruktionszeichner
10979;Konsul
11023;Konsul, ehrenamtlich
11866;Konsularbeamter
11823;Konsulardienstbeamter
11832;Konsulatsangestellter
11024;Konsulatsattaché
10492;Konsulent in Handelssachen
11228;Konsumentenschützer
9285;Konsumverwalter
16075;Kontaktlinsenanpasser
16064;Kontaktlinsenhersteller
16070;Kontaktlinsenspezialist
4442;Kontaktlöter
12001;Kontokorrentbuchhalter
11523;Kontorist
11573;Kontorist 1
14282;Kontrabassist
18572;Kontraktuar
11908;Kontrollbeamter
18447;Kontrollchef
18051;Kontrolleur
4961;Kontrolleur, Mechaniker
12812;Kontrolleur, Städtische Verkehrsbetriebe
5489;Kontrolleur, Uhrenindustrie
1166;Kontrolleur, Wirkerei
18684;Kontrollgehilfe
7739;Kontrollprozessingenieur
4690;Kontrollschlosser
13002;Kontrollturmbeamter auf Flugplatz
12163;Konzeptanalytiker
10287;Konzepter (Werbung)
18729;Konzeptierer (ohne nähere Angaben)
13841;Konzeptredaktor
10863;Konzernleiter
11459;Konzernleitungsassistent
10689;Konzernleitungsmitglied
10466;Konzernrevisor
10552;Konzertagent
14226;Konzertmeister
14236;Konzertmusiker
14310;Konzertpianist
14320;Konzertsänger
10848;Konzertunternehmer
18635;Konzessionär
5336;Konzipierer von gedruckten Schaltungen
10882;Koordinations- und Entwicklungsdirektor
12178;Koordinationsassistent
12170;Koordinator
12445;Koordinator EDV
9738;Koordinator Lebensmittelverteilung
11483;Koordinator von humanitären Programmen
4277;Kopfbankdreher
8074;Kopierautomatentechniker
6846;Kopierer, Fotographie
1852;Kopierer-Modist
8871;Kopierfräser
8130;Kopiermaschinentechniker
6710;Kopist
6850;Kopist, Fotolaborant
6028;Korb- und Sesselflechter
5994;Korber
6011;Korbereihilfsarbeiter
6029;Korbflaschenflechter
5996;Korbflechter
6033;Korbflechtereiarbeiter
6016;Korbflicker
5999;Korbmacher
6013;Korbmöbelarbeiter
1572;Kordelmacher
6018;Korkarbeiter
2696;Korkbodenleger
6017;Korkbohrer
5997;Korkbrenner
5845;Korkdrechsler
6035;Korkeinleger
6019;Korkenparaffinierer
2967;Korkisolierer
6002;Korkkocher
6023;Korkpresser
6034;Korkschleifer
6001;Korkschneider
6004;Korkstanzer
6012;Korkwarenmacher
6008;Korkwäscher
6005;Korkzapfenmacher
6003;Korkzuschneider
811;Kornputzer
16142;Körpertherapeut
13548;Korpskommandant
13883;Korrektor
13885;Korrektor, eidg. FA
14065;Korrepetitor
11530;Korrespondent
11586;Korrespondenzchef
17048;Korrespondenzlehrer
17064;Korrespondenzlehrer 1
13900;Korrespondenzübersetzer
3170;Korrosionsschutzarbeiter
3171;Korrosionsschutzfachmann
1626;Korsettmacher
1679;Korsettnäher
1591;Korsettschneider
15763;Kosmetikangestellter
15762;Kosmetikberater
15768;Kosmetikberater 1
15758;Kosmetiker
15759;Kosmetiker, dipl. HFP
15778;Kosmetiker, eidg. FA
15767;Kosmetiker-Ausbildner
15766;Kosmetikergehilfe
10716;Kosmetikfabrikant
15770;Kosmetikspezialist
8182;Kosmetiktechniker
9207;Kosmetikverkäufer
18110;Kosmetikverpacker
9674;Kosmetikvorführer
9719;Kosmetikvorführer 1
18037;Kosmologe
13073;Kosmonaut
12077;Kostenbuchhalter
8522;Kostenrechner
8547;Kostenstellenleiter
15127;Kostgeber
15128;Kostgebereiinhaber
14003;Kostümberater
14002;Kostümbildner
14623;Kostümentwerfer
1688;Kostümkonfektionsnäher
1597;Kostümschneider
10636;Kostümverleiher
14589;Kostümzeichner
5112;Kraftfahrzeugelektriker
5627;Kraftfahrzeugmechaniker
12865;Kraftwagenführer
5634;Kraftwagenmechaniker
5638;Kraftwagenreparateur
18746;Kraftwerkangestellter
8783;Kraftwerkarbeiter
8497;Kraftwerkchef
7846;Kraftwerkingenieur
8781;Kraftwerkmaschinist
15508;Kragenbügler
1686;Kragennäher
9829;Krämer
8846;Kranführer
8854;Kranführer 1
16549;Krankenbetreuer
16003;Krankengymnastiker
16008;Krankengymnastiker 1
18699;Krankenhausarbeiter
11129;Krankenhausdirektor (öffentlicher Dienst)
10840;Krankenhausdirektor (Privatwirtschaft)
11096;Krankenhausverwalter (öffentlicher Dienst)
10818;Krankenhausverwalter (Privatwirtschaft)
10215;Krankenkassenangestellter
10693;Krankenkassendirektor
10213;Krankenkassenführer
10212;Krankenkassenfunktionär
10161;Krankenkasseninspektor
9592;Krankenkassenkassier
10214;Krankenkassenstellenleiter
10211;Krankenkassentaxeur
10195;Krankenkassenverwalter
18132;Krankenmobilienverwalter
17047;Krankenpflegefachlehrer
17044;Krankenpflegelehrer
16390;Krankenpfleger
16436;Krankenpfleger (Apothekendienst)
16423;Krankenpfleger 1
16442;Krankenpfleger AKP, dipl. SRK
16453;Krankenpfleger AKP, dipl. SRK 1
16396;Krankenpfleger AKP/SRK
16404;Krankenpfleger AKP/SRK 1
16425;Krankenpfleger FA SRK
16447;Krankenpfleger für allgemeine Krankenpflege
16416;Krankenpfleger für allgemeine Krankenpflege, dipl.
16437;Krankenpfleger für allgemeine Krankenpflege, dipl. 1
16372;Krankenpfleger für Kinder-, Wochen- und Säuglingspflege (HMP), dipl.
16371;Krankenpfleger für Kinder-, Wochen- und Säuglingspflege, dipl.
16430;Krankenpfleger für praktische Krankenpflege
16388;Krankenpfleger für psychiatrische Krankenpflege
16386;Krankenpfleger für psychiatrische Krankenpflege, dipl.
16370;Krankenpfleger für Wochen- und Säuglingspflege, dipl.
16413;Krankenpfleger in einer Praxis
16526;Krankenpfleger in Mütterberatung
16547;Krankenpfleger in Mütterberatung 1
16379;Krankenpfleger KWS, dipl. SRK
16380;Krankenpfleger KWS, dipl. SRK 1
16445;Krankenpfleger PKP, FA SRK
16392;Krankenpfleger, dipl.
16405;Krankenpfleger, dipl. 1
16406;Krankenpfleger, dipl. 2
16443;Krankenpfleger, Diplom Niveau I
16454;Krankenpfleger, Diplom Niveau I 1
16449;Krankenpfleger, Diplom Niveau I, SRK
16444;Krankenpfleger, Diplom Niveau II
16455;Krankenpfleger, Diplom Niveau II 1
16450;Krankenpfleger, Diplom Niveau II, SRK
16351;Krankenpfleger/Geburtshelfer
16826;Krankenseelsorger
10247;Krankenversicherungs-Fachmann, eidg. FA
10230;Krankenversicherungsexperte
10223;Krankenversicherungsexperte, dipl. HFP
10248;Krankenversicherungsexperte, dipl. HFP 1
10224;Krankenversicherungsexperte, eidg. FA
10251;Krankenversicherungsfachmann
16522;Krankenwärter
8852;Kranmaschinist
5047;Kranmonteur
4648;Kranschlosser
13180;Kranwagenführer
388;Kranzbinder
375;Kräutergärtner
9903;Kräuterhändler
16050;Kräuterheilkundiger
1692;Krawattennäher
1617;Krawattenschneider
1281;Krawattenstoffweber
14635;Kreateur, Entwickler, Designer
14684;Kreativer Gestalter
16191;Kreativtherapeut
15844;Krebsforscher
10143;Kreditadministrator
10144;Kreditanalytiker
10107;Kreditberater
10084;Kreditchef
10108;Kreditexperte
10141;Kreditmanager
12002;Kreditorenbuchhalter
10109;Kreditprüfer
10091;Kreditsachbearbeiter
10142;Kreditsekretär
10122;Kreditspezialist
10620;Kreditvermittler
6366;Kreidelithograph
7022;Kreidemacher
12037;Kreisbuchhalter
11003;Kreischef (öffentlicher Dienst)
10825;Kreischef (Privatwirtschaft)
11000;Kreisdirektor
404;Kreisförster
402;Kreisforstmeister
4161;Kreisfräser
9579;Kreiskassier
13543;Kreiskommandant
3104;Kreismonteur (Elektromonteur)
18646;Kreisplaner
10982;Kreispostdirektor
13369;Kreispostkontrolleur
5809;Kreissäger
11876;Kreisschätzer
15643;Krematoriumsarbeiter
15640;Krematoriumsdiener
1125;Krempelmeister
977;Krempler
1517;Kreppdämpfer
1445;Krepper
6289;Kreppsohlenmacher
1239;Kreppweber
975;Kreuzspuler
1789;Kreuzstichsticker
13452;Kriminalanalytiker
13393;Kriminalbeamter
13766;Kriminalist
13400;Kriminalpolizist
13698;Kriminalrichter
13622;Kriminaltechniker
13764;Kriminalwissenschafter
13805;Kriminologe
16703;Krippengehilfe
16718;Krippengehilfe 1
16650;Krippenleiter
1969;Krispler
3500;Kristallglasmacher
17790;Kristallograph
3589;Kristallschleifer
13945;Kritiker
1449;Krumpfer
18036;Kryptologe
6093;Kübler
15256;Küchenangestellter
15266;Küchenangestellter 1
15327;Küchenangestellter EBA
15271;Küchenassistent
15272;Küchenaushilfe
644;Kuchenbäcker
5987;Küchenbauer
15258;Küchenbursche
15264;Küchenbursche 1
15319;Küchenchef
15260;Küchenchef, dipl. HFP
15270;Küchenchef-Stellvertreter
15273;Küchenchef-Stellvertreter 1
15320;Küchenchef/Produktionsleiter, dipl. HFP
15284;Küchengehilfe
15306;Küchengouvernante
15274;Küchenhelfer
15257;Küchenmeister
5976;Küchenmonteur
14989;Küchenplaner
5988;Küchensachbearbeiter (Küchenbau)
5917;Küchenschreiner
8258;Küchentechniker
6052;Küfer
6113;Küfereiarbeiter
6061;Küfereihilfsarbeiter
6137;Küfermeister
6091;Küfermeister HFP
3470;Kugelmüller
4101;Kugelpolierer
4085;Kugelschleifer
5131;Kühlanlagenelektromechaniker
7356;Kühlanlageningenieur
2959;Kühlanlagenisolierer
2895;Kühlanlagenmonteur
8430;Kühlanlagenzeichner
8996;Kühlanlagewärter
4512;Kühlerspengler
18175;Kühlhausarbeiter
15575;Kühlhauswart
8157;Kühlschranktechniker
8712;Kühlschranktechnikergehilfe
14203;Kulissenarbeiter
14009;Kulissenmaler
5925;Kulissenschreiner
16748;Kulturanimator
11028;Kulturattaché
7553;Kulturbauingenieur
10892;Kulturbeauftragter
11133;Kulturdirektor
18534;Kultureller Mediator
17839;Kulturgeograph
17692;Kulturhistoriker
7555;Kulturingenieur
7573;Kulturingenieur ETH
7554;Kulturingenieur und Geometer, dipl. ETH
7532;Kulturingenieur, dipl. ETH
7536;Kulturingenieur/Vermessungsingenieur ETH
13868;Kulturredaktor
11985;Kultursekretär
10893;Kulturveranstalter
17711;Kulturwissenschafter
16667;Kulturzentrumsleiter, soziokultureller Animator
2254;Kummetsattler
9768;Kundenassistent
9750;Kundenberater
9752;Kundenbesucher
9769;Kundenbetreuer
12036;Kundenbuchhalter
9770;Kundendienstangestellter
9751;Kundendienstberater
9806;Kundendienstberater im Automobilgewerbe, eidg. FA
18493;Kundendienstinspektor
18448;Kundendienstleiter
9799;Kundendienstsachbearbeiter
8159;Kundendiensttechniker
8297;Kundendiensttechniker 1
282;Kundengärtner
2806;Kundengipser
15504;Kundenglätter
1637;Kundenhausschneider
2855;Kundenmaler
2384;Kundenmaurer
519;Kundenmetzger
911;Kundenmoster
779;Kundenmüller
5970;Kundenschreiner
2072;Kundenschuhmacher
12554;Kundensupporter (Informatik)
6098;Kundenwagner
9753;Kundenwerber
11268;Kunstatelierleiter
3495;Kunstaugenarbeiter
3509;Kunstaugenbläser
3538;Kunstaugenmacher
3540;Kunstaugenmacher 1
18509;Kunstberater
14465;Kunstbildhauer
15050;Kunstblumenmacher
6725;Kunstbuchbinder
6728;Kunstbuchbinder 1
5818;Kunstdrechsler
5852;Kunstdrechsler 1
6567;Kunstdrucker
15630;Kunsteisbahnarbeiter
18224;Kunsteisläufer
15044;Kunstemaillierer
18465;Kunstexperte
18467;Kunstexperte 1
7043;Kunstfaserarbeiter
12972;Kunstflieger
9723;Kunstgalerieassistent
17276;Kunstgeschichtslehrer
17052;Kunstgewerbelehrer
17051;Kunstgewerbeschullehrer
17057;Kunstgewerbeschullehrer 1
15049;Kunstgewerbler
15046;Kunstgiesser
3532;Kunstglasbläser
15039;Kunstglaser
15063;Kunstglaser 1
14536;Kunstgraphiker
9857;Kunsthändler
9928;Kunsthändler 1
15043;Kunsthandwerker
9198;Kunsthandwerkverkäufer
5847;Kunstharzdrechsler
7067;Kunstharzmacher
2694;Kunstharzplattenleger
17665;Kunsthistoriker
7060;Kunsthornarbeiter
5843;Kunsthorndrechsler
14831;Kunstkeramiker
6027;Kunstkorbflechter
13939;Kunstkritiker
2322;Kunstlederarbeiter
7072;Kunstledergewebeschichter
7062;Kunstledermacher
2262;Kunstlederpolsterer
17272;Kunstlehrer
17288;Kunstlehrer 1
17289;Kunstlehrer 2
14677;Künstler
14689;Künstler HGK
14524;Künstler-Cartoonist
11163;Künstlerischer Direktor (öffentlicher Dienst)
10726;Künstlerischer Direktor (Privatwirtschaft)
14674;Künstlerischer Gestalter
16136;Künstlerischer Therapeut
10611;Künstlervermittler
14505;Kunstmaler
6760;Kunstmarmorierer
2397;Kunstmaurer
17471;Kunstpädagoge
2700;Kunstparkettleger
14115;Kunstphotograph
14682;Kunstplastiker
2783;Kunstputzer
14390;Kunstreiter in Zirkus
14967;Kunstrestaurator
6992;Kunstroheismacher
15055;Kunstschlosser
15057;Kunstschlosser 1
15056;Kunstschmied
14806;Kunstschnitzler
5932;Kunstschreiner
1511;Kunstseidefärber
988;Kunstseidehaspler
1431;Kunstseidenbleicher
1225;Kunstseidenstoffweber
1442;Kunstseideschlichter
972;Kunstseidespuler
1064;Kunstseidewinder
1067;Kunstseidezwirner
3446;Kunststeinarbeiter
14469;Kunststeinbildhauer
3423;Kunststeingiesser
3424;Kunststeingiesser 1
3302;Kunststeinhauer
3422;Kunststeinmacher
3419;Kunststeinmacher/-hauer
3472;Kunststeinmacher/-hauer 1
3312;Kunststeinmetz
3354;Kunststeinschleifer
1791;Kunststicker
4493;Kunststoff-Apparatebauer
7094;Kunststoffarbeiter
7053;Kunststoffbearbeiter
7095;Kunststoffbeschichter
2697;Kunststoffbodenleger
7083;Kunststoffbohrer
5543;Kunststoffbootbauer
17868;Kunststoffchemiker
5851;Kunststoffdrechsler
7055;Kunststoffdreher
7081;Kunststoffexperte
7065;Kunststofffräser
2314;Kunststoffhandtaschenmacher
7048;Kunststoffhandwerker
