BerufId;Beruf
11503;Finanzgehilfe
11040;Finanzinspektor
9843;Finanzkaufmann
10447;Finanzkontrolleur
11553;Finanzkorrespondent
10516;Finanzmanager
11498;Finanzmitarbeiter
10524;Finanzplaner, eidg. FA
10523;Finanzplanungs-Experte, dipl. HFP
13881;Finanzredaktor
10464;Finanzrevisor
10152;Finanzsachbearbeiter
11961;Finanzsekretär
10508;Finanzspezialist
8241;Finanztechniker
10537;Finanztrainer
10452;Finanzuntersucher
10503;Finanzverwalter
17484;Finanzwirtschafter
17489;Finanzwissenschafter
2173;Finishmeister (Schuhindustrie)
1112;Finishmeister (Spinnerei)
5411;Finisseur
1080;Finisseurspinner
12541;Firewall-Spezialist
10510;Firmenberater
10748;Firmeninhaber
10749;Firmenleiter
14559;Firmenschildermacher
6971;Firnissieder
17770;Fischbiologe
205;Fischbrutzüchter
470;Fischer
465;Fischer-Gehilfe
11984;Fischerei- und Jagdverwalter
468;Fischereiarbeiter
9232;Fischereiartikelverkäufer
464;Fischereiaufseher
473;Fischereiaufseher, eidg. FA
471;Fischfileteur
9835;Fischhändler
485;Fischkonservierer
1886;Fischnetzmacher
1921;Fischnetzstricker
508;Fischräucherer
832;Fischverarbeiter
9217;Fischverkäufer
210;Fischwirt, Fischhaltung und Fischzucht
474;Fischwirt, See- und Flussfischerei
207;Fischzuchtangestellter
203;Fischzüchter
17411;Fitness-Instruktor
17433;Fitness-Instruktor, eidg. FA
17419;Fitnessberater
11343;Fitnesscenter-Leiter
10411;Fitnesscenterangestellter
17450;Fitnessinstruktor, eidg. FA
18241;Fitnesstechniker
18208;Fitnesstrainer
2773;Flachdachbauer
2991;Flachdachisoleur
2771;Flachdachmonteur
2769;Flachdachspezialist
6635;Flachdruck-Maschinenmeister
6599;Flachdrucker
6481;Flachdruckstereotypeur
6163;Flächenpolierer
4122;Flächenschleifer
4137;Flächenschleifer 1
3528;Flachglasbläser
3578;Flachglasschleifer
14781;Flachgraveur
2834;Flachmaler
4141;Flachschleifer
6752;Flachschnittmacher
1070;Flachshechler
5444;Flachspiralenregler
1068;Flachsröster
1073;Flachsschwinger
14771;Flachstichgraveur
1358;Flachstricker
1087;Flachszwirner
1317;Flachwirker
14385;Flamencotänzer
14386;Flamencotanzlehrer
1502;Flammgarnfärber
1252;Flanellweber
3511;Flaschenbläser
8638;Flascheneicher
1920;Flaschenhüllenflechter
18057;Flaschenkontrolleur
3499;Flaschenmacher
921;Flaschenmeister
18093;Flaschenpacker
920;Flaschenreiniger
18063;Flaschensortierer
3150;Flaschner
5993;Flechter
4936;Flechtereimechaniker
2155;Fleckabwäger
2167;Fleckenpresser
15486;Fleckenreiniger
2172;Fleckstanzer
2139;Fleckstifter
512;Fleisch- und Fischmaschinenbediener
9085;Fleischeinkäufer
568;Fleischer
574;Fleischfachassistent EBA
535;Fleischhacker
9821;Fleischhändler
549;Fleischhauer
9688;Fleischhausierer
559;Fleischinspektor
550;Fleischräucherer
527;Fleischschauer
560;Fleischspezialist
558;Fleischtechnologe
573;Fleischtrockner
9258;Fleischverkäufer
9291;Fleischverkäufer 1
526;Fleischzerstückler
6540;Flexodrucker
6691;Flexodrucker, Beutelfabrikation
6692;Flexodrucker, Verpackungsdruck
6678;Flexograph
6679;Flexographengehilfe
1115;Fleyer
1753;Flicker
1758;Flicker 1
1717;Flicknäher
1653;Flickschneider
12982;Flieger
2726;Fliesenleger
3622;Fliesenmacher
18701;Fliessbandarbeiter
8988;Fliessbandwärter
8178;Fliesspresstechniker
13038;Flight Attendant
13044;Flight Attendant, eidg. FA
13036;Flight Attendant/Purser
7688;Flight Engineer
10003;Flohmarkthändler
1052;Florettseidenzwirner
1016;Florettspinner
984;Florettspinnmeister
384;Florist
399;Florist EBA
385;Florist, dipl. HFP
395;Florist, eidg. FA
398;Florist, eidg. FA 1
397;Florist, Meister HFP
391;Florist-Mitarbeiter
389;Floristgehilfe
17138;Flötenlehrer
14892;Flötenmacher
14263;Flötenspieler
14291;Flötist
12915;Flottenchef
16615;Flüchtlingsbetreuer
10582;Flugagent
13041;Flugbegleiter
13056;Flugbegleiter, Hubschrauber
13016;Flugberater
13024;Flugberater, Swisscontrol
13030;Flugdienstberater
13021;Flugdienstberater, eidg. FA
13023;Flugdispatcher
13007;Flugdisponent
14917;Flügelbauer
1004;Flügelspinner
13066;Flughafenangestellter
13529;Flughafenfeuerwehrmann
13530;Flughafenfeuerwehrmann 1
13097;Flughafenserviceangestellter
13437;Flughafensicherheitspolizist
12999;Flughafenstationsleiter
13061;Flughelfer
13027;Fluginformationsberater
7287;Flugingenieur
12986;Fluginstruktor
12967;Flugkapitän
12970;Flugkommandant
13020;Flugkontrolleur
13060;Flugkoordinator
17994;Fluglärmspezialist
12978;Fluglehrer
12981;Fluglehrer 1
13000;Flugleiter
13015;Fluglotse
13017;Fluglotse 1
13010;Fluglotsenassistent
15875;Flugmediziner
7763;Flugmessingenieur
17835;Flugmeteorologe
4952;Flugmotorenmechaniker
4718;Flugmotorenschlosser
13062;Flugplatzarbeiter
13081;Flugplatzkoordinator
13096;Flugplatzleiter
13080;Flugplatzwart
13397;Flugpolizist
13082;Flugsicherheitsinstruktor
13005;Flugsicherungsbeamter
13025;Flugsicherungsbeamter 1
13003;Flugsicherungsberater
5249;Flugsicherungselektriker
12997;Flugsicherungsgehilfe
7427;Flugsicherungsingenieur
12998;Flugsicherungslotse
8089;Flugsicherungstechniker
13037;Flugsteward
13098;Flugverkehrsangestellter
12996;Flugverkehrskontrolleur
12995;Flugverkehrsleiter
13013;Flugverkehrsleiter, Swisscontrol
5556;Flugzeugbauer
13006;Flugzeugeinsatzplaner
5118;Flugzeugelektriker
5133;Flugzeugelektromechaniker
5135;Flugzeugelektromechaniker 1
7881;Flugzeugelektroniktechniker
12989;Flugzeugführer
9819;Flugzeughändler
4922;Flugzeughilfsmechaniker
7290;Flugzeugingenieur
13004;Flugzeugkontrolleur
5749;Flugzeuglackierer
5715;Flugzeugmaler
4941;Flugzeugmechaniker
5056;Flugzeugmonteur
4940;Flugzeugmotorenmechaniker
2233;Flugzeugsattler
5567;Flugzeugschlosser
5951;Flugzeugschreiner
5541;Flugzeugspengler
7292;Flugzeugstatiker
13048;Flugzeugtankwart
8120;Flugzeugtechniker
5028;Flugzeugtraktorfahrer
13083;Flugzeugverlader
13103;Flugzeugwart
2640;Flussbauarbeiter
469;Flussfischer
989;Flyermeister
974;Flyerspinner
14306;Folkloremusiker
5524;Fondeur (in Schalenfabrik)
10530;Fondsanalyst
10544;Fondsberater
10111;Fondsmanager
3643;Fondspritzer
15388;Food and Beverage Assistent
15339;Food and Beverage Manager
9024;Förderbandwärter
8953;Förderbrückenführer
3264;Förderer
3285;Förderer 1
8952;Fördermaschinist
8125;Fördertechniker
206;Forellenzüchter
16279;Forensischer Odontologe
17617;Forensischer Psychologe
13786;Forensischer Wissenschafter
4321;Formatschneider (Metall)
5825;Formdrechsler
3615;Formeinleger
700;Formenausschläger
3804;Formenbauer
3806;Formenbauer 1
3519;Formenbläser
4232;Formenbohrer
3752;Formengiesser
3807;Former
3779;Formergehilfe
3805;Formermeister
3781;Formermeister, Eisengiesserei
4182;Formfräser
3456;Formfüller
3665;Formgiesser (Keramik)
3758;Formsandmacher
4608;Formschmied
6462;Formstecher
3445;Formsteinmacher
3426;Formstückzuschneider
6672;Formulardrucker
18553;Forscher
18578;Forscher 1
7434;Forscher Bereich Elektronik
15846;Forscher Bereich Medizin
17898;Forscher Bereich Metallurgie
17961;Forscher in Physik
17726;Forscher, Biologie
17885;Forscher, Chemie
7639;Forschungs- und Entwicklungsingenieur
11452;Forschungs- und Entwicklungsleiter
18559;Forschungsangestellter
16933;Forschungsassistent
16942;Forschungsassistent 1
17857;Forschungschemiker
17886;Forschungschemiker 1
7637;Forschungsingenieur
6804;Forschungslaborant
6814;Forschungslaborant 1
11282;Forschungsleiter
17741;Forschungsleiter Biologie
18692;Forschungsplaner
17840;Forschungsreisender
434;Forstangestellter
436;Forstarbeiter
17772;Forstbiologe
414;Förster
420;Förster 1
400;Förster FA
419;Förster HF
417;Förster HFF
296;Forstgärtner
438;Forstgehilfe
7560;Forstgeometer
437;Forsthüter
18009;Forsthydrologe
7460;Forstingenieur
7458;Forstingenieur ETH
407;Forstinspektor
8928;Forstmaschinenführer
8959;Forstmaschinenführer, eidg. FA
8964;Forstmaschinenführer, eidg. FA 1
408;Forstmeister
18008;Forstpathologe
11852;Forstsekretär
444;Forsttechniker
439;Forstunternehmer
426;Forstunternehmer/Akkord
11087;Forstverwalter
435;Forstvorarbeiter
421;Forstwart
445;Forstwart 1
448;Forstwart 2
446;Forstwart-Vorarbeiter
443;Forstwart-Vorarbeiter, eidg. FA
7459;Forstwirtschaftsingenieur
7461;Forstwissenschafter
16992;Fortbildungsschullehrer
14127;Fotoassistent
18287;Fotoaufzieher
17762;Fotobiologe
6862;Fotoentwickler
6857;Fotofachangestellter
6856;Fotofachmann
6863;Fotofachmann EFZ
6865;Fotofachmann EFZ, Beratung und Verkauf
6864;Fotofachmann EFZ, Finishing
14141;Fotofachmann EFZ, Fotografie
14135;Fotofachmann, dipl. HFP
14134;Fotofachmann, eidg. FA
9201;Fotofachverkäufer
6861;Fotofinisher
14109;Fotograf
14110;Fotograf, dipl. HFP
14128;Fotografleiter
7851;Fotoingenieur
13880;Fotojournalist
9944;Fotokaufmann
6852;Fotolaborangestellter
6839;Fotolaborant
6841;Fotolaborant, Farbfachlabor
6859;Fotolaborant, Farbfachlabor 1
6840;Fotolaborant, Schwarzweiss-Fachlabor
6860;Fotolaborant, Schwarzweiss-Fachlabor 1
6854;Fotolaborarbeiter
6360;Fotolithograf
14410;Fotomodell
6205;Fotopapiermaschinenbediener
6721;Fotoplotter-Bediener
6505;Fotosatzmonteur
6506;Fotosatzoperateur
6327;Fotosetzer
14675;Fotostylist
6837;Fototechniker
9242;Fotoverkäufer
6049;Fournierer
8893;Fournierhobler
6054;Fourniermeister
5794;Fourniersäger
6102;Fournierschneider
5877;Fournierschreiner
6076;Fournierzusammensetzer
5476;Fournitürenmacher
13187;Frachtangestellter
13069;Frachtdienstchef
12004;Frachtenbuchhalter
18041;Frachtkontrolleur
13086;Frachtpacker (Luftverkehr)
6919;Fraktionierer
17341;Französischlehrer
5414;Frappeur
4054;Fräsenblattschärfer
4829;Fräsenmacher
4163;Fräser
4196;Fräser-Dreher
4164;Fräser-Hobler
4212;Fräser-Mechaniker
4158;Fräsergehilfe
4159;Fräsermaschinist
4170;Fräsermeister
4057;Fräserschleifer
4176;Fräsmaschinenarbeiter
4201;Fräsmaschineneinrichter
17032;Frauenarbeitsschullehrer
15900;Frauenarzt
15840;Frauenarzt FMH
13816;Freier Journalist
14673;Freier Künstler
9692;Freier Programmverkäufer
9691;Freier Zeitungsverkäufer
4550;Freiformschmied
4276;Freihanddreher
14516;Freihandzeichner
5185;Freileitungsmonteur
14366;Freitänzer
17295;Freizeitleiter
10384;Fremdenführer
15100;Fremdenpensionsinhaber
10262;Fremdenverkehrswerber
11520;Fremdsprachenkorrespondent
17249;Fremdsprachenlehrer
17284;Fremdsprachenlehrer 1
17285;Fremdsprachenlehrer 2
11536;Fremdsprachensekretär
11570;Fremdsprachensekretär 1
14513;Freskenmaler
14985;Freskenrestaurator
14502;Freskomaler
13680;Friedensrichter
15642;Friedhofarbeiter
13465;Friedhofaufseher
285;Friedhofgärtner
15646;Friedhofsbeamter
11939;Friedhofverwalter
15721;Friseur
15735;Friseur 1
17021;Fröbelschullehrer
15172;Front-Desk-Mitarbeiter
10094;Frontofficeangestellter
18590;Froschmann
1282;Frotteeweber
10005;Früchte- und Gemüsehändler
9261;Früchte- und Gemüsespezialist, eidg. FA
9369;Früchte- und Gemüseverkäufer
85;Früchteanbauer
890;Fruchtpresser
498;Fruchtputzer
2975;Fugenabdichter
2986;Fugenmonteur
2987;Fugenpflästerer
2985;Fugenspezialist
10395;Führer
13206;Fuhrhalter
13188;Fuhrhalter-Spediteur
32;Fuhrknecht
13176;Fuhrmann
13220;Fuhrparkleiter
11485;Führungsfachmann, eidg. FA
11319;Führungsverantwortlicher
10538;Fundraiser
10477;Fundusverwalter
5146;Funkapparatemechaniker
13317;Funker
13357;Funker 1
5147;Funkgerätemechaniker
7430;Funkingenieur
5167;Funkmechaniker
7437;Funkmessingenieur
7897;Funktechniker
12314;Funktionsanalytiker
7692;Funkwetteringenieur
8066;Funkwettertechniker
11912;Fürsorgeangestellter
16573;Fürsorger
11829;Fürsorgesekretär
13726;Fürsprecher
13741;Fürsprecher LL.M
13721;Fürsprecher, Staatsexamen
13728;Fürsprecher-Notar
13742;Fürsprecher-Notar LL.M
18203;Fussballassistent
18218;Fussballer
18193;Fussballtrainer
2739;Fussbodenleger
15780;Fusspfleger
15783;Fusspfleger 1
16230;Fussreflexzonenmasseur
16134;Fussreflexzonentherapeut
2303;Futteralmacher
1694;Futteralnäher
2190;Futteranstepper
796;Futtermittelhersteller
771;Futtermitteltechniker
774;Futtermüller
1613;Futterschneider
2087;Futtersohleneinleger
1227;Futterstoffweber
773;Futterwarenmüller
10150;Futureshändler
6056;Gabelmacher
13126;Gabelstaplerführer
4931;Gabelstaplermechaniker
2297;Galanterietäschner
15971;Galeniker
9699;Galerieangestellter
9686;Galerieassistent
9937;Galeriebesitzer
9717;Galeriegehilfe
9815;Galeriemanager
9963;Galerist
1914;Galonzurichter
3986;Galvanikangestellter
3976;Galvanikarbeiter
3978;Galvaniker
4039;Galvaniker, dipl. HFP
4040;Galvaniker, eidg. FA
4038;Galvanikermeister
3982;Galvanikermeister HFP
3980;Galvaniseur
3969;Galvaniseurmeister
6415;Galvanoplastiker
6416;Galvanoplastikerleiter
8249;Galvanotechniker
7598;Galvanotechniker HTL
3999;Galvanovergolder
4035;Galvanovernickler
3997;Galvanoversilberer
4028;Galvanoverzinner
10428;Gaming Manager
11802;Gantweibel
5755;Garageangestellter
5754;Garagearbeiter
5640;Garagechef
10736;Garagedirektor
5633;Garagemechaniker
5632;Garagist
11439;Garantiechef
15302;Gardemanger
18428;Garderobenmeister
18434;Garderobier
857;Gärführer
1116;Garnausgeber
1581;Garnausgeber 1
1421;Garnbleicher
1518;Garndämpfer
1499;Garnfärber
10560;Garnfergger
1461;Garngasierer
1072;Garnhänger
994;Garnhaspler
14850;Garnierer
18184;Garnlagerist
18084;Garnpacker
1529;Garnputzer
1440;Garnschlichter
1457;Garnsenger
1075;Garnsortierer
1124;Garnspuler
1488;Garntrockner
1527;Garnwäscher
1061;Garnwinder
1050;Garnzwirner
295;Gartenarbeiter
7170;Gartenarchitekt
9153;Gartenartikelverkäufer
313;Gartenbauarbeiter
316;Gartenbauarbeiter 1
299;Gartenbauer
308;Gartenbaugehilfe
7477;Gartenbauingenieur
7508;Gartenbauingenieur 1
7470;Gartenbauingenieur HTL
17040;Gartenbaulehrer
300;Gartenbaumeister
320;Gartenbauunternehmer
8393;Gartenbauzeichner
306;Gartencenter-Leiter
261;Gartengestalter
277;Gartenhilfe
317;Gartenpfleger
256;Gartentechniker
298;Gartenverwalter
272;Gärtner
354;Gärtner 1
356;Gärtner, Baumschule
270;Gärtner, Baumschulen/Obstbau
358;Gärtner, Garten- und Landschaftsbau
357;Gärtner, Stauden
355;Gärtner, Zierpflanzen
394;Gärtner-Florist
305;Gärtner-Vorarbeiter
301;Gärtnereiangestellter
303;Gärtnereiarbeiter
309;Gärtnereiarbeiter 1
319;Gärtnereiinhaber
263;Gärtnergehilfe
343;Gärtnermeister
302;Gärtnermeister HFP
334;Gärtnermeister HFP, Baumschule
335;Gärtnermeister HFP, Garten- und Landschaftsbau
336;Gärtnermeister HFP, Stauden- und Kleingehölze
337;Gärtnermeister HFP, Topfpflanzen und Schnittblumenkultur
345;Gärtnermeister, Baumschule
360;Gärtnermeister, Baumschule, dipl. HFP
346;Gärtnermeister, Garten- und Landschaftsbau
362;Gärtnermeister, Garten- und Landschaftsbau, dipl. HFP
347;Gärtnermeister, Stauden- und Kleingehölze
361;Gärtnermeister, Stauden- und Kleingehölze, dipl. HFP
348;Gärtnermeister, Topfpflanzen und Schnittblumenkultur
359;Gärtnermeister, Topfpflanzen und Schnittblumenkultur, dipl. HFP
3119;Gas- und Wasserinstallateur
6949;Gasarbeiter
7033;Gasarbeiter im Labor
17855;Gaschemiker
8790;Gasgeneratorarbeiter
8972;Gasheizer
4664;Gasherdschlosser
1534;Gasierer
3127;Gasinstallateur
3125;Gasleitungsinstallateur
6929;Gasmeister
8999;Gasometerwärter
2638;Gasrohrleger
4424;Gasschweisser
1463;Gassenger, Textilindustrie
18429;Gasstandableser
15333;Gäste-Betreuer
10434;Gästeberater im Tourismus, eidg. FA
15334;Gastgewerbeangestellter
15347;Gastgewerbeangestellter 1
15348;Gastgewerbegehilfe
15099;Gasthofbesitzer
15145;Gastro-Betriebsleiter (GastroSuisse)
15804;Gastroenterologe
15076;Gastronom
15343;Gastronomie-Fachmann HGS
18532;Gastronomieberater
15396;Gastronomiefachassistent
15401;Gastronomiefachassistent 1
15358;Gastronomiefachmann
15277;Gastronomiekoch
15316;Gastronomiekoch, eidg. FA
15402;Gastrotechniker
8787;Gasturbinenmaschinist
15065;Gastwirt
4958;Gasuhrenmechaniker
4882;Gasuhrenreparateur
4506;Gasuhrenspengler
6914;Gaswerkarbeiter
13463;Gaswerkaufseher
17856;Gaswerkchemiker
6945;Gaswerkhandlanger
7641;Gaswerkingenieur
7685;Gaswerkingenieur 1
6948;Gaswerkvorarbeiter
13100;Gate Agent
5785;Gattersäger
6251;Gaufrierer (in Papierindustrie)
1460;Gaufrierer, Textilindustrie
4366;Gaufrierwalzengraveur
14403;Gaukler
1254;Gazeweber
13905;Gebärdensprachdolmetscher
17113;Gebärdensprachlehrer
8973;Gebäudeheizer
2960;Gebäudeisolierer
10588;Gebäudemakler
7183;Gebäudeplaner
15541;Gebäudereiniger
15576;Gebäudereiniger 1
15593;Gebäudereiniger, dipl. HFP
15594;Gebäudereinigungsfachmann
15533;Gebäudereinigungsfachmann, eidg. FA
2632;Gebäuderestaurator
11853;Gebäudeschätzer
7904;Gebäudetechniker
9362;Gebietsverkaufsleiter
18418;Gebindemacher
450;Gebirgswaldpfleger
14918;Gebläsemacher (Musikinstrumentenbau)
8897;Gebläsemaschinist
16346;Geburtshelfer
16352;Geburtshelfer 1
16353;Geburtshelfer 2
16350;Geburtshelfer, dipl. SRK
16349;Geburtsvorbereiter
14439;Gedächtniskünstler
16161;Gedächtnistrainer
14433;Gedankenleser
13636;Gefahrgutbeauftragter
16584;Gefangenenfürsorger
13487;Gefängnisaufseher
13489;Gefängnisaufseher 1
11116;Gefängnisdirektor
10990;Gefängnisverwalter
13485;Gefängniswärter
6010;Geflechtbinder
16319;Geflügelarzt
198;Geflügelexperte
199;Geflügelfachberater
188;Geflügelfarmer
187;Geflügelhalter
9671;Geflügelhändler
539;Geflügelrupfer
543;Geflügelschlachter
555;Geflügelstecher
194;Geflügelwärter
186;Geflügelzüchter
196;Geflügelzüchter (Fähigkeitsprüfung)
193;Geflügelzüchter mit Meisterdiplom HFP
197;Geflügelzüchtermeister
192;Geflügelzuchtgehilfe
5937;Gehäuseschreiner
18614;Gehilfe
18669;Gehilfe 1
18695;Gehilfe des Patrons
18664;Gehilfe im Handel
211;Gehilfe in Hundezwinger
13896;Gehörlosendolmetscher
14875;Geigenbauer
14922;Geigenbaumeister
14876;Geigenbaumeister HFP
17139;Geigenlehrer
14264;Geiger
16802;Geistlicher
4630;Geländerschlosser
7012;Gelatineverleger
4018;Gelbbrenner
3735;Gelbmetallgiesser
9577;Geldeinzieher
10082;Geldhändler
10567;Geldmakler
10149;Geldmarkthändler
13490;Geldtransportbeifahrer
13477;Geldtransportfahrer
10097;Geldwechsler
9618;Geldzähler
18639;Gelegenheitsarbeiter
18579;Gelehrter
12665;Geleisearbeiter
12657;Geleisebauarbeiter
12655;Geleisebauvorarbeiter
12664;Geleisemonteur
12662;Geleisemonteur SBB
2074;Gelenkausklopfer
2099;Gelenkfräser
14490;Gemäldemaler
14968;Gemälderestaurator
14977;Gemälderestaurator 1
16873;Gemeinde-, Seelsorgehelfer
10985;Gemeindeammann
11987;Gemeindeammann (Betreibungsbeamter)
11135;Gemeindeammann, Verwaltungsratspräsident
11854;Gemeindeangestellter
18538;Gemeindearbeiter
11855;Gemeindebeamter
11208;Gemeindebuchhalter
11974;Gemeindefinanzverwalter
413;Gemeindeförster
16707;Gemeindefürsorger
374;Gemeindegärtner
16347;Gemeindegeburtshelfer
11836;Gemeindegutsverwalter
16706;Gemeindehelfer
11191;Gemeindeingenieur
11037;Gemeindeinspektor
11856;Gemeindekanzlist
11892;Gemeindekassier
16485;Gemeindekrankenpfleger
16487;Gemeindekrankenpfleger 1
416;Gemeindeoberförster
16823;Gemeindepfarrer
16482;Gemeindepfleger
16488;Gemeindepfleger 1
13399;Gemeindepolizist
13432;Gemeindepolizist 1
10988;Gemeindepräsident
10998;Gemeinderat
11932;Gemeinderatsschreiber
12044;Gemeinderechnungsführer
11798;Gemeindeschreiber
11180;Gemeindeverwalter
11857;Gemeindeweibel
8615;Gemeindewerkführer
8566;Gemeindewerkmeister
16755;Gemeinschaftsleiter
3616;Gemengearbeiter
3658;Gemengemacher
3606;Gemengemischer (Glasindustrie)
9849;Gemischtwarenhändler
18488;Gemmologe/Edelsteinprüfer
126;Gemüsebauarbeiter
117;Gemüsebauer
118;Gemüsebauer mit Meisterdiplom HFP
129;Gemüsebauermeister
490;Gemüsedörrer
123;Gemüsegärtner
128;Gemüsegärtner 1
122;Gemüsegärtner mit Meisterdiplom HFP
130;Gemüsegärtnermeister
131;Gemüsegärtnermeister HFP
9882;Gemüsehändler
15292;Gemüsekoch
136;Gemüseproduzent
493;Gemüserüster
822;Gemüsesortierer
13427;Gendarmeriegehilfe
17679;Genealoge
10581;Generalagent
10603;Generalagent für Weine
10170;Generalagent Versicherung
10673;Generaldirektor
10695;Generaldirektor Verkauf
10694;Generaldirektor, AG
10659;Generaldirektor-Präsident des Verwaltungsrates
11066;Generalkonsul
10747;Generalmanager
16797;Generaloberer
13699;Generalprokurator
11221;Generalsekretär
11145;Generalsekretär (öffentlicher Dienst)
10815;Generalsekretär (Privatwirtschaft)
11324;Generalsekretärassistent
13702;Generalstaatsanwalt
10890;Generalunternehmer
10660;Generalvertreter
16799;Generalvikar
8978;Generatorenheizer
8998;Generatorenwärter
17732;Genetiker
11226;Genossenschaftsleiter
17759;Geobiologe
17784;Geobotaniker
17894;Geochemiker
7562;Geodät
17794;Geograph
17801;Geographieassistent
17264;Geographielehrer
12346;Geoinformatiker
7563;Geoingenieur
17798;Geologe
17820;Geologengehilfe
17806;Geologieassistent
17821;Geologieberater
7565;Geomatiker
7572;Geomatikingenieur
7544;Geometer
8407;Geometergehilfe
17803;Geoökologe
9025;Geophysik-Operateur
17962;Geophysiker
8072;Geotechniker
7549;Geotechnikingenieur
8463;Geotechnikzeichner
17845;Geowissenschafter
13191;Gepäckarbeiter
12820;Gepäckexpedient
18046;Gepäckkontrolleur
18426;Gepäckträger
18461;Gepäckträger 1
15066;Gerant
15082;Gerant, dipl.
14773;Geräte- und Schmuckgestalter HFG
13192;Gerätefahrer
14796;Gerätegestalter (Bijouterie)
14794;Gerätegestalter HFG
3508;Geräteglasbläser
12342;Geräteinformatiker
7294;Geräteingenieur
8683;Gerätekonstrukteur
18074;Gerätekontrolleur
4981;Gerätemechaniker
5060;Gerätemonteur
4479;Gerätenieter
4050;Geräteschleifer
4084;Geräteschleifer 1
4528;Geräteschmied
5940;Geräteschreiner
4510;Gerätespengler
8121;Gerätetechniker
18169;Geräteverwalter
18167;Gerätewart
1954;Gerber
2057;Gerber, Bodenledergerberei
2058;Gerber, Oberledergerberei
2059;Gerber, Zeug-, Riemen-, Vachetten- und Bankleder
2045;Gerber-Zurichter
2041;Gerbereiangestellter
1996;Gerbereiarbeiter
7722;Gerbereiingenieur
8119;Gerbereitechniker
1956;Gerbereizurichter
1989;Gerbermeister
11911;Gerichtsangestellter
15867;Gerichtsarzt
13757;Gerichtsassistent
17916;Gerichtschemiker
11858;Gerichtsdiener
11913;Gerichtsdienerassistent
13909;Gerichtsdolmetscher
13712;Gerichtskanzlist
11962;Gerichtskassier
15923;Gerichtsmediziner
13687;Gerichtspräfekt
13674;Gerichtspräsident
17616;Gerichtspsychologe
13711;Gerichtsschreiber
13709;Gerichtsschreiber-Stellvertreter
13708;Gerichtsschreibergehilfe
13707;Gerichtssekretär
13719;Gerichtssekretär 1
13706;Gerichtssubstitut
11915;Gerichtsweibel
17622;Germanist
15878;Gerontologe
2569;Gerüstbauer
2612;Gerüsthandlanger
2644;Gerüstkontrolleur
2595;Gerüstmonteur
2679;Gerüstmonteur 1
2581;Gerüstpolier
10623;Gerüstverleiher
11074;Gesandter
11820;Gesandtschaftssekretär
14312;Gesangskomiker
17143;Gesangslehrer
17147;Gesangspädagoge
14322;Gesangsvirtuose
10571;Geschäftsagent
11437;Geschäftsbereichsleiter
10771;Geschäftsdirektor
13925;Geschäftsdolmetscher
11435;Geschäftsfeldleiter
10666;Geschäftsführer
10702;Geschäftsführer technisches Büro
12285;Geschäftsführerassistent
10517;Geschäftsführungsspezialist
10688;Geschäftsinhaber
10781;Geschäftsinhaber Textilbranche
10653;Geschäftsleiter
11398;Geschäftsleitungsmitarbeiter
10808;Geschäftsleitungsmitglied
10793;Geschäftsmann
9741;Geschäftsreisender
10216;Geschäftsstellenleiter Krankenkasse
11120;Geschäftsträger
13919;Geschäftsübersetzer
10607;Geschäftsvermittler
10805;Geschäftsverwalter
9414;Geschenkartikelverkäufer
17327;Geschichtslehrer
17686;Geschichtsschreiber
6095;Geschirrbinder
8891;Geschirrdrechsler
3688;Geschirremaillierer
14836;Geschirrhafner
3660;Geschirrhefter
1155;Geschirrrichter
14832;Geschirrtöpfer
10646;Geschirrverleiher
15285;Geschirrwäscher
14727;Geschmeidemacher
4955;Geschützmechaniker
18617;Geschütztenwerkstattarbeiter
18420;Gesellschaftsherr
4553;Gesenkschmied
13815;Gesetzesredaktor
15797;Gesichtschirurg
15889;Gesichtschirurg 1
13214;Gespannfahrer
16036;Gesprächspsychotherapeut
16037;Gesprächstherapeut
14681;Gestalter
15031;Gestalter FH, Innenarchitektur
14982;Gestalter FH, Konservierung-Restaurierung
14653;Gestalter FH, Produkt- und Industriedesign
14983;Gestalter FH, Restaurierung-Konservierung
14573;Gestalter FH, Visuelle Kommunikation
14613;Gestalter, Designer
14683;Gestaltungsleiter
16147;Gestaltungstherapeut
16158;Gestaltungstherapeut 1
5875;Gestellschreiner
145;Gestütmeister
16466;Gesundheits- und Pflegeexperte FH
16538;Gesundheitsberater
17493;Gesundheitsökonom
17477;Gesundheitspädagoge
16484;Gesundheitspfleger
16500;Gesundheitspfleger 1
16502;Gesundheitspfleger, dipl. SRK
16504;Gesundheitspfleger, dipl. SRK 1
16140;Gesundheitstherapeut
17540;Gesundheitswissenschafter
926;Getränkeabfüller
923;Getränkeauslieferer
9072;Getränkeeinkäufer
9860;Getränkehändler
916;Getränkemaschinenbediener
885;Getränketechnologe
884;Getränketechnologe mit Meisterdiplom HFP
902;Getränketechnologe, Meister
915;Getränkeverarbeiter
9788;Getränkevertreter
9920;Getreidehändler
783;Getreidemüller
79;Getreidespezialist
4914;Getriebemonteur
4662;Getriebeschlosser
5080;Gewächshausmonteur
14015;Gewandmeister
17780;Gewässerbiologe
17995;Gewässerschutzfachmann
11038;Gewässerschutzinspektor
1207;Gewebeausbesserer
1135;Gewebeprüfer
5007;Gewehrjustierer
5002;Gewehrmacher
6116;Gewehrschaftmacher
17029;Gewerbelehrer
12252;Gewerbeschulangestellter
17053;Gewerbeschullehrer
